pattern,unit,book
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 8,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Who is she?,UNIT 9,Book 7
Do you have a headmaster or headmistress in your school?,UNIT 9,Book 7
What does a headmaster/headmistress do?,UNIT 9,Book 7
Is a headmistress or headmaster's job interesting or boring?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Would you like to be a headmaster/headmistress?,UNIT 9,Book 7
Is a headmistress or headmaster's job well-paid or badly paid?,UNIT 9,Book 7
Should a headmistress be friendly or unfriendly?,UNIT 9,Book 7
What is the difference between principal and headteacher?,UNIT 9,Book 7
Who is she?,UNIT 9,Book 7
What does a secretary do?,UNIT 9,Book 7
Where does a secretary work?,UNIT 9,Book 7
Would you like to be a secretary?,UNIT 9,Book 7
Is a secretary's job exciting or boring?,UNIT 9,Book 7
Is a secretary's job safe or dangerous?,UNIT 9,Book 7
Is a secretary's job stressful or relaxing?,UNIT 9,Book 7
Is a secretary's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is a secretary's job easy or difficult?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a janitor do?,UNIT 9,Book 7
Would you like to be a janitor?,UNIT 9,Book 7
Is a janitor's job easy or difficult?,UNIT 9,Book 7
Is a janitor's job interesting or boring?,UNIT 9,Book 7
Is a janitor's job pleasant or unpleasant?,UNIT 9,Book 7
Is a janitor's job well-paid or badly paid?,UNIT 9,Book 7
What is the name of your school janitor?,UNIT 9,Book 7
Is your janitor friendly or unfriendly?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do librarians do?,UNIT 9,Book 7
Would you like to be a librarian?,UNIT 9,Book 7
Is a librarian's job easy or difficult?,UNIT 9,Book 7
Where do librarians work?,UNIT 9,Book 7
How often do you visit the library?,UNIT 9,Book 7
Is a librarian's job interesting or boring?,UNIT 9,Book 7
Is a librarian's job well-paid or badly paid?,UNIT 9,Book 7
How often do you visit the library?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a teacher do?,UNIT 9,Book 7
What is your teacher's name?,UNIT 9,Book 7
Would you like to be a teacher?,UNIT 9,Book 7
Who is your favourite teacher?,UNIT 9,Book 7
Is a teacher's job well-paid or badly paid?,UNIT 9,Book 7
Should a teacher be friendly or unfriendly?,UNIT 9,Book 7
Is a teacher's job easy or difficult?,UNIT 9,Book 7
Is a teacher's job interesting or boring?,UNIT 9,Book 7
Is a teacher's job stressful or relaxing?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do coaches do?,UNIT 9,Book 7
Where does a coach work?,UNIT 9,Book 7
Would you like to be a coach?,UNIT 9,Book 7
Should a coach be patient or impatient?,UNIT 9,Book 7
Is a coach's job easy or difficult?,UNIT 9,Book 7
Is a coach's job interesting or boring?,UNIT 9,Book 7
Is a coach's job stressful or relaxing?,UNIT 9,Book 7
Is a coach's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do architects do?,UNIT 9,Book 7
Would you like to be an architect?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is an architect's job easy or difficult?,UNIT 9,Book 7
Is an architect's job exciting or boring?,UNIT 9,Book 7
Is an architect's job stressful or relaxing?,UNIT 9,Book 7
Is an architect's job well-paid or badly paid?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do builders do?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Would you like to be a builder?,UNIT 9,Book 7
Is a builder's job easy or difficult?,UNIT 9,Book 7
Is a builder's job stressful or relaxing?,UNIT 9,Book 7
Is a builder's job well-paid or badly paid?,UNIT 9,Book 7
Is a builder's job exciting or boring?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do carpenters do?,UNIT 9,Book 7
Would you like to be a carpenter?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is a carpenter's job easy or difficult?,UNIT 9,Book 7
Is a carpenter's job exciting or boring?,UNIT 9,Book 7
Is a carpenter's job well-paid or badly paid?,UNIT 9,Book 7
Is a carpenter's job safe or dangerous?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do electricians do?,UNIT 9,Book 7
Would you like to be an electrician?,UNIT 9,Book 7
Is an electrician's job well-paid or badly paid?,UNIT 9,Book 7
Is an electrician's job easy or difficult?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is an electrician's job interesting or boring?,UNIT 9,Book 7
Is an electrician's job safe or dangerous?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do engineers do?,UNIT 9,Book 7
Would you like to be an engineer?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is an engineer's job easy or difficult?,UNIT 9,Book 7
Is an engineer's job interesting or boring?,UNIT 9,Book 7
Is an engineer's job stressful or relaxing?,UNIT 9,Book 7
Is an engineer's job stressful or relaxing?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a miner do?,UNIT 9,Book 7
Would you like to be a miner?,UNIT 9,Book 7
Is a miner's job easy or difficult?,UNIT 9,Book 7
Is a miner's job interesting or boring?,UNIT 9,Book 7
Is a miner's job safe or dangerous?,UNIT 9,Book 7
Is a miner's job stressful or relaxing?,UNIT 9,Book 7
Is a miner's job well-paid or badly paid?,UNIT 9,Book 7
What is he mining?,UNIT 9,Book 7
What is he mining?,UNIT 9,Book 7
What is he mining?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do doctors do?,UNIT 9,Book 7
Where does a doctor work?,UNIT 9,Book 7
Would you like to be a doctor?,UNIT 9,Book 7
Is a doctor's job easy or difficult?,UNIT 9,Book 7
Is a doctor's job interesting or boring?,UNIT 9,Book 7
Is a doctor's job stressful or relaxing?,UNIT 9,Book 7
Is a doctor's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Do you visit dentists?,UNIT 9,Book 7
Is a dentist's job easy or difficult?,UNIT 9,Book 7
Is a dentist's job exciting or boring?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is a dentist's job well-paid or badly paid?,UNIT 9,Book 7
Is a dentist's job exciting or boring?,UNIT 9,Book 7
Is a dentist's job stressful or relaxing?,UNIT 9,Book 7
Who is she?,UNIT 9,Book 7
What does a nurse do?,UNIT 9,Book 7
Where do nurses work?,UNIT 9,Book 7
Would you like to be a nurse?,UNIT 9,Book 7
Is a nurse's job stressful or relaxing?,UNIT 9,Book 7
Is a nurse's job well-paid or badly paid?,UNIT 9,Book 7
Is it easy or difficult to be a nurse?,UNIT 9,Book 7
Should a nurse be friendly or unfriendly?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do pharmacists do?,UNIT 9,Book 7
Where does a pharmacist work?,UNIT 9,Book 7
Would you like to be a pharmacist?,UNIT 9,Book 7
Is a pharmacist's job difficult or easy?,UNIT 9,Book 7
Is a pharmacist's job interesting or boring?,UNIT 9,Book 7
Is a pharmacist's job stressful or relaxing?,UNIT 9,Book 7
Is a pharmacist's job well-paid or badly paid?,UNIT 9,Book 7
Should a pharmacist be friendly or unfriendly?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a surgeon do?,UNIT 9,Book 7
What color are a surgeon's clothes?,UNIT 9,Book 7
Where do surgeons work?,UNIT 9,Book 7
Would you like to be a surgeon?,UNIT 9,Book 7
Is a surgeon's job easy or difficult?,UNIT 9,Book 7
Is a surgeon's job interesting or boring?,UNIT 9,Book 7
Is a surgeon's job stressful or relaxing?,UNIT 9,Book 7
Is a surgeon's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a vet do?,UNIT 9,Book 7
Where does a vet work?,UNIT 9,Book 7
Would you like to be a vet?,UNIT 9,Book 7
Is a vet's job easy or difficult?,UNIT 9,Book 7
Should a vet be friendly or unfriendly?,UNIT 9,Book 7
Is a vet's job interesting or boring?,UNIT 9,Book 7
Is a vet's job stressful or relaxing?,UNIT 9,Book 7
Is a vet's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do firefighters do?,UNIT 9,Book 7
Where does a firefighter work?,UNIT 9,Book 7
Is a firefighter's job well-paid or badly paid?,UNIT 9,Book 7
Is a firefighter's job easy or difficult?,UNIT 9,Book 7
Is a firefighter's job safe or dangerous?,UNIT 9,Book 7
Is a firefighter's job stressful or relaxing?,UNIT 9,Book 7
Is it interesting or boring to be a firefighter?,UNIT 9,Book 7
Would you like to be a firefighter?,UNIT 9,Book 7
Should you be fit to be a firefighter?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Would you like to be a lawyer?,UNIT 9,Book 7
Is a lawyer's job easy or difficult?,UNIT 9,Book 7
What do lawyers do?,UNIT 9,Book 7
Is a lawyer's job stressful or relaxing?,UNIT 9,Book 7
Is a lawyer's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is a lawyer's job interesting or boring?,UNIT 9,Book 7
Who is she?,UNIT 9,Book 7
What does a judge do?,UNIT 9,Book 7
Would you like to be a judge?,UNIT 9,Book 7
Is a judge's job easy or difficult?,UNIT 9,Book 7
Is a judge's job exciting or boring?,UNIT 9,Book 7
Is a judge's job safe or dangerous?,UNIT 9,Book 7
Is a judge's job stressful or relaxing?,UNIT 9,Book 7
Is a judge's job stressful or relaxing?,UNIT 9,Book 7
Is a judge's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do police officers do?,UNIT 9,Book 7
Where does a police officer work?,UNIT 9,Book 7
What do police officers do?,UNIT 9,Book 7
Is a police officer's job easy or difficult?,UNIT 9,Book 7
Is a police officer's job interesting or boring?,UNIT 9,Book 7
Is a police officer's job well-paid or badly paid?,UNIT 9,Book 7
Is a police officer's job stressful or relaxing?,UNIT 9,Book 7
Is a police officer's job safe or dangerous?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a soldier do?,UNIT 9,Book 7
Should you be brave to be a soldier?,UNIT 9,Book 7
Would you like to be a soldier?,UNIT 9,Book 7
Is a soldier's job boring or exciting?,UNIT 9,Book 7
Is a soldier's job easy or difficult?,UNIT 9,Book 7
Is a soldier's job interesting or boring?,UNIT 9,Book 7
Is a soldier's job safe or dangerous?,UNIT 9,Book 7
Is a soldier's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What do prison guards do?,UNIT 9,Book 7
What do royal guards do?,UNIT 9,Book 7
What do guards do?,UNIT 9,Book 7
Where do royal guards stand?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is a bank guard's job safe or dangerous?,UNIT 9,Book 7
Is a guard's job interesting or boring?,UNIT 9,Book 7
Is a guard's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a driver do?,UNIT 9,Book 7
"Who are better drivers, men or women?",UNIT 9,Book 7
Would you like to be a race driver?,UNIT 9,Book 7
Is a driver's job boring or exciting?,UNIT 9,Book 7
Is a driver's job safe or dangerous?,UNIT 9,Book 7
Is a driver's job easy or difficult?,UNIT 9,Book 7
Is a driver's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a mechanic do?,UNIT 9,Book 7
Where do mechanics fix cars?,UNIT 9,Book 7
"Who are better mechanics, women or men?",UNIT 9,Book 7
Is a mechanic's job well-paid or badly paid?,UNIT 9,Book 7
Is a mechanic's job easy or difficult?,UNIT 9,Book 7
Is a mechanic's job interesting or boring?,UNIT 9,Book 7
Is a mechanic's job well-paying or badly paying?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Would you like to be a mechanic?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a sailor do?,UNIT 9,Book 7
Is a sailor's job exciting or boring?,UNIT 9,Book 7
Is a sailor's job safe or dangerous?,UNIT 9,Book 7
Would you like to be a sailor?,UNIT 9,Book 7
Is a sailor's job safe or dangerous?,UNIT 9,Book 7
Would you like to be a sailor?,UNIT 9,Book 7
Is a sailor's job stressful or relaxing?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a train conductor do?,UNIT 9,Book 7
Should a train conductor be friendly or unfriendly?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who checks the tickets on the train?,UNIT 9,Book 7
What does a train conductor do?,UNIT 9,Book 7
Would you like to be a train conductor?,UNIT 9,Book 7
Would you like to be a train conductor?,UNIT 9,Book 7
Is a train conductor's job easy or difficult?,UNIT 9,Book 7
Is a train conductor's job stressful or relaxing?,UNIT 9,Book 7
Is a train conductor's job well-paid or badly paid?,UNIT 9,Book 7
What is she showing the conductor?,UNIT 9,Book 7
Who is he?,UNIT 9,Book 7
What does a pilot do?,UNIT 9,Book 7
Do you travel a lot or a little as a pilot?,UNIT 9,Book 7
Would you like to be a pilot?,UNIT 9,Book 7
Is a pilot's job boring or exciting?,UNIT 9,Book 7
Is a pilot's job stressful or relaxing?,UNIT 9,Book 7
"Is a pilot's job boring, easy, or difficult?",UNIT 9,Book 7
Is a pilot's job well-paid or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
Who is she?,UNIT 9,Book 7
Who is she?,UNIT 9,Book 7
Do you travel a lot or a little as a flight attendant?,UNIT 9,Book 7
Would you like to be a flight attendant?,UNIT 9,Book 7
Should a flight attendant be friendly or unfriendly?,UNIT 9,Book 7
Is a flight attendant's job interesting or boring?,UNIT 9,Book 7
nan,UNIT 9,Book 7
Is a flight attendant's job easy or difficult?,UNIT 9,Book 7
Is a flight attendant's job stressful or relaxing?,UNIT 9,Book 7
Is a flight attendant's job well-paying or badly paid?,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 9,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play football?,UNIT 10,Book 7
Is football an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play football?,UNIT 10,Book 7
What is your opinion on football?,UNIT 10,Book 7
Is football popular in your country?,UNIT 10,Book 7
Are you a football fan? Do you watch football on TV?,UNIT 10,Book 7
Are you good at playing football? Is it easy or difficult?,UNIT 10,Book 7
What do you think about football?,UNIT 10,Book 7
Is football an indoor or outdoor sport?,UNIT 10,Book 7
"Who are better players, women or men? Girls or boys?",UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play American football?,UNIT 10,Book 7
Is American football an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play American football?,UNIT 10,Book 7
What is your opinion on American football?,UNIT 10,Book 7
Is American football popular in your country?,UNIT 10,Book 7
Are you an American football fan? Do you watch American football on TV?,UNIT 10,Book 7
Are you good at playing American football? Is it easy or difficult?,UNIT 10,Book 7
What do you think about American football?,UNIT 10,Book 7
"Which sport is safer, American football or rugby?",UNIT 10,Book 7
"Which sport is safer, American football or rugby?",UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play cricket?,UNIT 10,Book 7
Is baseball an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play cricket?,UNIT 10,Book 7
What is your opinion on cricket?,UNIT 10,Book 7
Is cricket popular in Poland?,UNIT 10,Book 7
Are you a cricket fan? Do you watch baseball on TV?,UNIT 10,Book 7
"Which sport is better, cricket or baseball?",UNIT 10,Book 7
Are you good at playing cricket? Is it easy or difficult?,UNIT 10,Book 7
What do you think about cricket?,UNIT 10,Book 7
What do we need to play cricket?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play cricket?,UNIT 10,Book 7
Is baseball an individual or team sport?,UNIT 10,Book 7
Where can you play baseball?,UNIT 10,Book 7
What is your opinion on baseball?,UNIT 10,Book 7
Is baseball popular in your country?,UNIT 10,Book 7
Are you a baseball fan? Do you watch baseball on TV?,UNIT 10,Book 7
Where is cricket very popular?,UNIT 10,Book 7
Are you good at playing baseball? Is it easy or difficult?,UNIT 10,Book 7
What do you think about baseball?,UNIT 10,Book 7
What do we need to play baseball?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play volleyball?,UNIT 10,Book 7
Is volleyball an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play volleyball?,UNIT 10,Book 7
What is your opinion on volleyball?,UNIT 10,Book 7
Is volleyball popular in your country?,UNIT 10,Book 7
Are you a volleyball fan? Do you watch volleyball on TV?,UNIT 10,Book 7
Do you play volleyball in school?,UNIT 10,Book 7
Are you good at playing volleyball? Is it easy or difficult?,UNIT 10,Book 7
What do you think about volleyball?,UNIT 10,Book 7
What do we need to play volleyball?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play basketball?,UNIT 10,Book 7
Is basketball an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play basketball?,UNIT 10,Book 7
What is your opinion on basketball?,UNIT 10,Book 7
Is volleyball popular in your country?,UNIT 10,Book 7
Are you a basketball fan? Do you watch basketball on TV?,UNIT 10,Book 7
Do you play basketball in school?,UNIT 10,Book 7
Are you good at playing volleyball? Is it easy or difficult?,UNIT 10,Book 7
What do you think about volleyball?,UNIT 10,Book 7
What do we need to play basketball?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play tennis?,UNIT 10,Book 7
Is tennis an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play tennis?,UNIT 10,Book 7
What is your opinion on tennis?,UNIT 10,Book 7
Is tennis popular in your country?,UNIT 10,Book 7
Are you a tennis fan? Do you watch tennis on TV?,UNIT 10,Book 7
Do you play tennis in school?,UNIT 10,Book 7
Are you good at playing tennis? Is it easy or difficult?,UNIT 10,Book 7
What do you think about tennis?,UNIT 10,Book 7
What do we need to play tennis?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play ice hockey?,UNIT 10,Book 7
Is ice hockey an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play ice hockey?,UNIT 10,Book 7
What is your opinion on ice hockey?,UNIT 10,Book 7
Is ice hockey popular in your country?,UNIT 10,Book 7
Are you an ice hockey fan? Do you watch ice hockey on TV?,UNIT 10,Book 7
Are you good at playing ice hockey? Is it easy or difficult?,UNIT 10,Book 7
What do you think about ice hockey?,UNIT 10,Book 7
In which country is ice hockey very popular?,UNIT 10,Book 7
What do we need to play ice hockey?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you cycle?,UNIT 10,Book 7
Is cycling an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you cycle?,UNIT 10,Book 7
What is your opinion on cycling?,UNIT 10,Book 7
Is cycling popular in your country?,UNIT 10,Book 7
Are you a cycling fan? Do you watch cycling on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at cycling? Is it easy or difficult?,UNIT 10,Book 7
What do you think about cycling?,UNIT 10,Book 7
Do you cycle to school? Is it safe or dangerous?,UNIT 10,Book 7
What do we need to cycle?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you swim?,UNIT 10,Book 7
Is swimming an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you swim?,UNIT 10,Book 7
What is your opinion on swimming?,UNIT 10,Book 7
Is swimming popular in your country?,UNIT 10,Book 7
Are you a swimming fan? Do you watch swimming on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at swimming? Is it easy or difficult?,UNIT 10,Book 7
What do you think about swimming?,UNIT 10,Book 7
Do you take part in swimming competitions?,UNIT 10,Book 7
What do we need to swim?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you run?,UNIT 10,Book 7
Is running an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you run?,UNIT 10,Book 7
What is your opinion on running?,UNIT 10,Book 7
Is running popular in your country?,UNIT 10,Book 7
Are you a running fan? Do you watch running on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at running? Is it easy or difficult?,UNIT 10,Book 7
What do you think about running?,UNIT 10,Book 7
Do you take part in running competitions?,UNIT 10,Book 7
What do we need to run?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you play golf?,UNIT 10,Book 7
Is golf an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you play golf?,UNIT 10,Book 7
What is your opinion on golf?,UNIT 10,Book 7
Is golf popular in your country?,UNIT 10,Book 7
Are you a golf fan? Do you watch golf on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at golf? Is it easy or difficult?,UNIT 10,Book 7
What do you think about golf?,UNIT 10,Book 7
Have you ever played golf?,UNIT 10,Book 7
Is golf a cheap or expensive sport?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you skateboard?,UNIT 10,Book 7
Is skateboarding an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you skateboard?,UNIT 10,Book 7
What is your opinion on skateboarding?,UNIT 10,Book 7
Is skateboarding popular in your country?,UNIT 10,Book 7
Are you a skateboarding fan? Do you watch skateboarding on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at skateboarding? Is it easy or difficult?,UNIT 10,Book 7
What do you think about skateboarding?,UNIT 10,Book 7
Do you have a skateboard at home?,UNIT 10,Book 7
What do you need to skateboard?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you ice skate?,UNIT 10,Book 7
Is ice skating an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you ice skate?,UNIT 10,Book 7
What is your opinion on ice skating?,UNIT 10,Book 7
Is ice skating popular in your country?,UNIT 10,Book 7
Are you an ice skating fan? Do you watch ice skating on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at ice skating? Is it easy or difficult?,UNIT 10,Book 7
What do you think about ice skating?,UNIT 10,Book 7
Do you have ice skates at home?,UNIT 10,Book 7
What do we need to ice skate?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you sail?,UNIT 10,Book 7
Is sailing an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you sail?,UNIT 10,Book 7
What is your opinion on sailing?,UNIT 10,Book 7
Is sailing popular in your country?,UNIT 10,Book 7
Are you a sailing fan? Do you watch sailing on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at sailing? Is it easy or difficult?,UNIT 10,Book 7
What do you think about sailing?,UNIT 10,Book 7
Is sailing a cheap or expensive sport?,UNIT 10,Book 7
Have you ever gone sailing?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you surf?,UNIT 10,Book 7
Is surfing an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you surf?,UNIT 10,Book 7
What is your opinion on surfing?,UNIT 10,Book 7
Is surfing popular in your country?,UNIT 10,Book 7
Are you a surfing fan? Do you watch surfing on TV?,UNIT 10,Book 7
nan,UNIT 10,Book 7
Are you good at surfing? Is it easy or difficult?,UNIT 10,Book 7
What do you think about surfing?,UNIT 10,Book 7
Have you ever surfed? Would you like to surf?,UNIT 10,Book 7
What do you need to surf?,UNIT 10,Book 7
What is she doing?,UNIT 10,Book 7
How often do you do yoga?,UNIT 10,Book 7
Is yoga an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you do yoga?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What is your opinion on yoga?,UNIT 10,Book 7
Is yoga popular in your country?,UNIT 10,Book 7
Are you a yoga fan? Do you watch yoga channels on YouTube?,UNIT 10,Book 7
Are you good at yoga? Is it easy or difficult?,UNIT 10,Book 7
What do you think about meditating?,UNIT 10,Book 7
Do you do yoga with your friends?,UNIT 10,Book 7
What do you need to do yoga?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you do karate?,UNIT 10,Book 7
Is karate an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you do karate?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What is your opinion on karate?,UNIT 10,Book 7
Is karate popular in your country?,UNIT 10,Book 7
Are you a karate fan? Do you watch karate films?,UNIT 10,Book 7
Are you good at karate? Is it easy or difficult?,UNIT 10,Book 7
What do you think about karate?,UNIT 10,Book 7
Can you do a karate kick? Are you flexible?,UNIT 10,Book 7
How many belts are there in karate?,UNIT 10,Book 7
What are they doing?,UNIT 10,Book 7
How often do you do exercise?,UNIT 10,Book 7
Is exercise an individual or team activity? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you do exercises?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What is your opinion on doing exercise?,UNIT 10,Book 7
Is doing exercises in the gym very popular in Poland?,UNIT 10,Book 7
Are you an exercise fan? Do you watch exercise channels on YouTube?,UNIT 10,Book 7
Are you good at exercise? Is it easy or difficult?,UNIT 10,Book 7
What do you think about doing exercise?,UNIT 10,Book 7
Do you do exercises in school?,UNIT 10,Book 7
Do you have a home gym? Would you like a home gym?,UNIT 10,Book 7
What sport is it?,UNIT 10,Book 7
How often do you box?,UNIT 10,Book 7
Is boxing an individual or team sport? Is it indoor or outdoor?,UNIT 10,Book 7
Where can you box?,UNIT 10,Book 7
nan,UNIT 10,Book 7
What is your opinion on boxing?,UNIT 10,Book 7
Is boxing in the gym very popular in Poland?,UNIT 10,Book 7
Are you a boxing fan? Do you watch boxing on TV?,UNIT 10,Book 7
Are you good at boxing? Is it easy or difficult?,UNIT 10,Book 7
What do you think about boxing?,UNIT 10,Book 7
Do you think boxing is a safe or dangerous sport?,UNIT 10,Book 7
Can you box?,UNIT 10,Book 7
What do you need to box?,UNIT 10,Book 7
What is this?,UNIT 10,Book 7
Where can you play football?,UNIT 10,Book 7
Is there a football pitch near your house?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you play basketball?,UNIT 10,Book 7
Is there a basketball court near your house?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you swim?,UNIT 10,Book 7
Is there a swimming pool near your house?,UNIT 10,Book 7
